labor_force,employed,unemployed,unemp_rate,bls_county
"8,436","8,255",181,2.1,"Fairfax city, Virginia"
"3,587","3,430",157,4.4,"Falls Church city, Virginia"
"13,690","13,214",476,3.5,"Franklin city, Virginia"
"2,946","2,844",102,3.5,"Fredericksburg city, Virginia"
"64,378","61,782","2,596",4,"Galax city, Virginia"
"24,736","23,879",857,3.5,"Hampton city, Virginia"
"9,703","9,240",463,4.8,"Harrisonburg city, Virginia"
"2,074","1,977",97,4.7,"Hopewell city, Virginia"
"35,927","34,490","1,437",4,"Lexington city, Virginia"
"21,856","21,271",585,2.7,"Lynchburg city, Virginia"
"8,944","8,702",242,2.7,"Manassas city, Virginia"
"5,456","5,203",253,4.6,"Manassas Park city, Virginia"
"88,872","85,665","3,207",3.6,"Martinsville city, Virginia"
"111,524","107,496","4,028",3.6,"Newport News city, Virginia"
"1,659","1,594",65,3.9,"Norfolk city, Virginia"
"13,120","12,322",798,6.1,"Norton city, Virginia"
"6,288","6,119",169,2.7,"Petersburg city, Virginia"
"44,095","42,303","1,792",4.1,"Poquoson city, Virginia"
"8,301","7,993",308,3.7,"Portsmouth city, Virginia"
"117,259","113,125","4,134",3.5,"Radford city, Virginia"
"48,774","47,199","1,575",3.2,"Richmond city, Virginia"
"12,993","12,610",383,2.9,"Roanoke city, Virginia"
"11,920","11,578",342,2.9,"Salem city, Virginia"
"44,014","42,595","1,419",3.2,"Staunton city, Virginia"
"232,342","225,695","6,647",2.9,"Suffolk city, Virginia"
"10,461","10,123",338,3.2,"Virginia Beach city, Virginia"
"6,729","6,458",271,4,"Waynesboro city, Virginia"
"14,588","14,161",427,2.9,"Williamsburg city, Virginia"
"9,479","8,968",511,5.4,"Winchester city, Virginia"
"10,153","9,711",442,4.4,"Adams County, Washington"
"99,084","93,924","5,160",5.2,"Asotin County, Washington"
"45,580","43,517","2,063",4.5,"Benton County, Washington"
"28,030","26,240","1,790",6.4,"Chelan County, Washington"
"230,353","219,230","11,123",4.8,"Clallam County, Washington"
"1,789","1,689",100,5.6,"Clark County, Washington"
"45,923","43,194","2,729",5.9,"Columbia County, Washington"
"21,603","20,452","1,151",5.3,"Cowlitz County, Washington"
"2,488","2,196",292,11.7,"Douglas County, Washington"
"41,496","38,981","2,515",6.1,"Ferry County, Washington"
901,849,52,5.8,"Franklin County, Washington"
"46,386","43,492","2,894",6.2,"Garfield County, Washington"
"28,109","26,217","1,892",6.7,"Grant County, Washington"
"34,628","32,818","1,810",5.2,"Grays Harbor County, Washington"
"12,156","11,448",708,5.8,"Island County, Washington"
"1,258,687","1,215,220","43,467",3.5,"Jefferson County, Washington"
"122,885","117,172","5,713",4.6,"King County, Washington"
"22,541","21,351","1,190",5.3,"Kitsap County, Washington"
"10,076","9,503",573,5.7,"Kittitas County, Washington"
"33,752","31,630","2,122",6.3,"Klickitat County, Washington"
"5,069","4,823",246,4.9,"Lewis County, Washington"
"24,274","22,743","1,531",6.3,"Lincoln County, Washington"
"20,808","19,477","1,331",6.4,"Mason County, Washington"
"8,403","7,825",578,6.9,"Okanogan County, Washington"
"4,812","4,467",345,7.2,"Pacific County, Washington"
"424,137","402,190","21,947",5.2,"Pend Oreille County, Washington"
"8,160","7,839",321,3.9,"Pierce County, Washington"
"60,278","57,152","3,126",5.2,"San Juan County, Washington"
"5,335","5,036",299,5.6,"Skagit County, Washington"
"430,470","414,289","16,181",3.8,"Skamania County, Washington"
"244,056","231,302","12,754",5.2,"Snohomish County, Washington"
"18,379","17,070","1,309",7.1,"Spokane County, Washington"
"137,697","131,144","6,553",4.8,"Stevens County, Washington"
"1,317","1,231",86,6.5,"Thurston County, Washington"
"29,270","27,887","1,383",4.7,"Wahkiakum County, Washington"
"111,670","106,375","5,295",4.7,"Walla Walla County, Washington"
"23,685","22,660","1,025",4.3,"Whatcom County, Washington"
"129,176","120,986","8,190",6.3,"Whitman County, Washington"
"6,816","6,407",409,6,"Yakima County, Washington"
"56,576","54,264","2,312",4.1,"Barbour County, West Virginia"
"7,452","6,994",458,6.1,"Berkeley County, West Virginia"
"5,085","4,727",358,7,"Boone County, West Virginia"
"9,822","9,219",603,6.1,"Braxton County, West Virginia"
"41,287","39,332","1,955",4.7,"Brooke County, West Virginia"
"2,417","2,165",252,10.4,"Cabell County, West Virginia"
"3,113","2,850",263,8.4,"Calhoun County, West Virginia"
"3,968","3,810",158,4,"Clay County, West Virginia"
"15,785","14,770","1,015",6.4,"Doddridge County, West Virginia"
"2,379","2,229",150,6.3,"Fayette County, West Virginia"
"5,799","5,470",329,5.7,"Gilmer County, West Virginia"
"15,611","14,811",800,5.1,"Grant County, West Virginia"
"10,509","10,063",446,4.2,"Greenbrier County, West Virginia"
"12,846","12,088",758,5.9,"Hampshire County, West Virginia"
"5,738","5,420",318,5.5,"Hancock County, West Virginia"
"34,132","32,590","1,542",4.5,"Hardy County, West Virginia"
"16,374","15,725",649,4,"Harrison County, West Virginia"
"29,579","28,596",983,3.3,"Jackson County, West Virginia"
"82,263","78,000","4,263",5.2,"Jefferson County, West Virginia"
"6,560","6,187",373,5.7,"Kanawha County, West Virginia"
"7,112","6,618",494,6.9,"Lewis County, West Virginia"
"10,624","9,878",746,7,"Lincoln County, West Virginia"
"4,470","4,048",422,9.4,"Logan County, West Virginia"
"25,169","23,730","1,439",5.7,"McDowell County, West Virginia"
"14,237","13,413",824,5.8,"Marion County, West Virginia"
"9,832","9,139",693,7,"Marshall County, West Virginia"
"20,928","19,608","1,320",6.3,"Mason County, West Virginia"
"12,262","11,586",676,5.5,"Mercer County, West Virginia"
"6,881","6,361",520,7.6,"Mineral County, West Virginia"
"53,305","51,127","2,178",4.1,"Mingo County, West Virginia"
"5,777","5,500",277,4.8,"Monongalia County, West Virginia"
"7,943","7,602",341,4.3,"Monroe County, West Virginia"
"9,309","8,709",600,6.4,"Morgan County, West Virginia"
"21,331","20,349",982,4.6,"Nicholas County, West Virginia"
"3,501","3,369",132,3.8,"Ohio County, West Virginia"
"2,750","2,574",176,6.4,"Pendleton County, West Virginia"
"3,768","3,533",235,6.2,"Pleasants County, West Virginia"
"15,341","14,539",802,5.2,"Pocahontas County, West Virginia"
"26,118","24,829","1,289",4.9,"Preston County, West Virginia"
"29,465","27,908","1,557",5.3,"Putnam County, West Virginia"
"11,987","11,324",663,5.5,"Raleigh County, West Virginia"
"4,326","4,096",230,5.3,"Randolph County, West Virginia"
"4,924","4,535",389,7.9,"Ritchie County, West Virginia"
"4,198","3,940",258,6.1,"Roane County, West Virginia"
"7,794","7,417",377,4.8,"Summers County, West Virginia"
"3,327","3,145",182,5.5,"Taylor County, West Virginia"
"3,072","2,846",226,7.4,"Tucker County, West Virginia"
"9,373","8,836",537,5.7,"Tyler County, West Virginia"
"15,503","14,572",931,6,"Upshur County, West Virginia"
"3,175","2,974",201,6.3,"Wayne County, West Virginia"
"6,548","6,075",473,7.2,"Webster County, West Virginia"
"2,171","2,018",153,7,"Wetzel County, West Virginia"
"35,936","33,962","1,974",5.5,"Wirt County, West Virginia"
"6,783","6,304",479,7.1,"Wood County, West Virginia"
"8,209","7,822",387,4.7,"Wyoming County, West Virginia"
"7,910","7,572",338,4.3,"Adams County, Wisconsin"
"25,058","24,210",848,3.4,"Ashland County, Wisconsin"
"7,612","7,239",373,4.9,"Barron County, Wisconsin"
"143,673","139,748","3,925",2.7,"Bayfield County, Wisconsin"
"6,652","6,423",229,3.4,"Brown County, Wisconsin"
"7,332","6,993",339,4.6,"Buffalo County, Wisconsin"
"27,919","27,204",715,2.6,"Burnett County, Wisconsin"
"33,580","32,477","1,103",3.3,"Calumet County, Wisconsin"
"18,169","17,645",524,2.9,"Chippewa County, Wisconsin"
"31,806","30,950",856,2.7,"Clark County, Wisconsin"
"7,874","7,583",291,3.7,"Columbia County, Wisconsin"
"320,589","313,451","7,138",2.2,"Crawford County, Wisconsin"
"48,227","46,962","1,265",2.6,"Dane County, Wisconsin"
"15,499","14,940",559,3.6,"Dodge County, Wisconsin"
"23,315","22,387",928,4,"Door County, Wisconsin"
"24,449","23,703",746,3.1,"Douglas County, Wisconsin"
"59,280","57,735","1,545",2.6,"Dunn County, Wisconsin"
"2,274","2,186",88,3.9,"Eau Claire County, Wisconsin"
"57,658","56,139","1,519",2.6,"Florence County, Wisconsin"
"3,998","3,806",192,4.8,"Fond du Lac County, Wisconsin"
"28,492","27,682",810,2.8,"Forest County, Wisconsin"
"21,282","20,739",543,2.6,"Grant County, Wisconsin"
"9,773","9,448",325,3.3,"Green County, Wisconsin"
"13,933","13,570",363,2.6,"Green Lake County, Wisconsin"
"2,584","2,434",150,5.8,"Iowa County, Wisconsin"
"10,679","10,347",332,3.1,"Iron County, Wisconsin"
"46,319","44,991","1,328",2.9,"Jackson County, Wisconsin"
"13,567","13,151",416,3.1,"Jefferson County, Wisconsin"
"89,687","86,523","3,164",3.5,"Juneau County, Wisconsin"
"11,370","11,043",327,2.9,"Kenosha County, Wisconsin"
"67,261","65,495","1,766",2.6,"Kewaunee County, Wisconsin"
"10,286","10,050",236,2.3,"La Crosse County, Wisconsin"
"9,522","9,145",377,4,"Lafayette County, Wisconsin"
"15,363","14,877",486,3.2,"Langlade County, Wisconsin"
"41,426","40,138","1,288",3.1,"Lincoln County, Wisconsin"
"74,073","72,098","1,975",2.7,"Manitowoc County, Wisconsin"
"19,716","18,925",791,4,"Marathon County, Wisconsin"
"7,738","7,464",274,3.5,"Marinette County, Wisconsin"
"1,619","1,527",92,5.7,"Marquette County, Wisconsin"
"472,701","455,544","17,157",3.6,"Menominee County, Wisconsin"
"23,664","23,020",644,2.7,"Milwaukee County, Wisconsin"
"20,868","20,179",689,3.3,"Monroe County, Wisconsin"
"18,233","17,578",655,3.6,"Oconto County, Wisconsin"
"103,628","100,730","2,898",2.8,"Oneida County, Wisconsin"
"49,109","47,869","1,240",2.5,"Outagamie County, Wisconsin"
"4,252","4,113",139,3.3,"Ozaukee County, Wisconsin"
"25,310","24,503",807,3.2,"Pepin County, Wisconsin"
"24,691","23,775",916,3.7,"Pierce County, Wisconsin"
"39,282","38,102","1,180",3,"Polk County, Wisconsin"
"6,673","6,426",247,3.7,"Portage County, Wisconsin"
"99,570","95,970","3,600",3.6,"Price County, Wisconsin"
"9,333","9,084",249,2.7,"Racine County, Wisconsin"
"85,397","82,631","2,766",3.2,"Richland County, Wisconsin"
"6,994","6,715",279,4,"Rock County, Wisconsin"
"50,379","48,851","1,528",3,"Rusk County, Wisconsin"
"35,680","34,765",915,2.6,"St. Croix County, Wisconsin"
"8,004","7,659",345,4.3,"Sauk County, Wisconsin"
"21,599","20,948",651,3,"Sawyer County, Wisconsin"
"62,903","61,332","1,571",2.5,"Shawano County, Wisconsin"
"11,091","10,745",346,3.1,"Sheboygan County, Wisconsin"
"16,424","15,955",469,2.9,"Taylor County, Wisconsin"
"15,559","15,111",448,2.9,"Trempealeau County, Wisconsin"
"10,182","9,780",402,3.9,"Vernon County, Wisconsin"
"58,515","56,807","1,708",2.9,"Vilas County, Wisconsin"
"7,944","7,636",308,3.9,"Walworth County, Wisconsin"
"77,606","75,630","1,976",2.5,"Washburn County, Wisconsin"
"225,432","219,447","5,985",2.7,"Washington County, Wisconsin"
"26,377","25,597",780,3,"Waukesha County, Wisconsin"
"11,675","11,269",406,3.5,"Waupaca County, Wisconsin"
"92,956","90,432","2,524",2.7,"Waushara County, Wisconsin"
"35,497","34,270","1,227",3.5,"Winnebago County, Wisconsin"
"20,307","19,639",668,3.3,"Wood County, Wisconsin"
"5,257","5,011",246,4.7,"Albany County, Wyoming"
"22,821","21,883",938,4.1,"Big Horn County, Wyoming"
"7,786","7,491",295,3.8,"Campbell County, Wyoming"
"7,554","7,276",278,3.7,"Carbon County, Wyoming"
"3,696","3,577",119,3.2,"Converse County, Wyoming"
"18,865","17,880",985,5.2,"Crook County, Wyoming"
"6,830","6,604",226,3.3,"Fremont County, Wyoming"
"2,208","2,126",82,3.7,"Goshen County, Wyoming"
"4,211","4,043",168,4,"Hot Springs County, Wyoming"
"47,682","45,835","1,847",3.9,"Johnson County, Wyoming"
"8,711","8,379",332,3.8,"Laramie County, Wyoming"
"39,059","37,246","1,813",4.6,"Lincoln County, Wyoming"
"1,275","1,239",36,2.8,"Natrona County, Wyoming"
"15,567","14,886",681,4.4,"Niobrara County, Wyoming"
"4,680","4,502",178,3.8,"Park County, Wyoming"
"15,593","14,962",631,4,"Platte County, Wyoming"
"4,264","4,085",179,4.2,"Sheridan County, Wyoming"
"21,150","20,254",896,4.2,"Sublette County, Wyoming"
"15,340","14,876",464,3,"Sweetwater County, Wyoming"
"8,931","8,541",390,4.4,"Teton County, Wyoming"
"4,058","3,886",172,4.2,"Uinta County, Wyoming"
"3,731","3,600",131,3.5,"Washakie County, Wyoming"
"3,731","3,600",131,3.5,"Weston County, Wyoming"
